USER_ID,EVENT_DTM,EVENT_NAME
167415,2023-12-01 02:01:54.000000000,event
167415,2023-12-01 02:02:05.000000000,event
167415,2023-12-01 02:02:15.000000000,event
167415,2023-12-01 02:02:21.000000000,event
167415,2023-12-01 02:02:26.000000000,event
167415,2023-12-01 02:02:33.000000000,event
167415,2023-12-01 02:02:40.000000000,event
167415,2023-12-01 02:02:47.000000000,event
167415,2023-12-01 02:02:51.000000000,event
167415,2023-12-01 02:02:55.000000000,event
167415,2023-12-01 02:02:59.000000000,event
167415,2023-12-01 02:03:09.000000000,event
423120,2023-12-01 02:39:00.000000000,event
423120,2023-12-01 02:39:02.000000000,event
423120,2023-12-01 02:39:04.000000000,event
423120,2023-12-01 02:39:05.000000000,event
423120,2023-12-01 02:39:09.000000000,event
423120,2023-12-01 02:39:12.000000000,event
423120,2023-12-01 02:39:14.000000000,event
423120,2023-12-01 02:57:24.000000000,event
387015,2023-12-01 03:04:10.000000000,event
454145,2023-12-01 03:05:41.000000000,event
454145,2023-12-01 03:05:43.000000000,event
454145,2023-12-01 03:05:44.000000000,event
454145,2023-12-01 03:05:45.000000000,event
454145,2023-12-01 03:05:47.000000000,event
454145,2023-12-01 03:05:52.000000000,event
454145,2023-12-01 03:05:53.000000000,event
454145,2023-12-01 03:05:54.000000000,event
454145,2023-12-01 03:05:59.000000000,event
454145,2023-12-01 03:06:10.000000000,event
454145,2023-12-01 03:06:32.000000000,event
454145,2023-12-01 03:06:37.000000000,event
454145,2023-12-01 03:06:38.000000000,event
454145,2023-12-01 03:06:42.000000000,event
454145,2023-12-01 03:06:47.000000000,event
454145,2023-12-01 03:06:48.000000000,event
454145,2023-12-01 03:06:50.000000000,event
454145,2023-12-01 03:06:51.000000000,event
387015,2023-12-01 03:08:01.000000000,event
387015,2023-12-01 03:08:03.000000000,event
387015,2023-12-01 03:08:05.000000000,event
410312,2023-12-01 03:33:58.000000000,event
410312,2023-12-01 03:35:00.000000000,event
410312,2023-12-01 03:35:04.000000000,event
410312,2023-12-01 03:35:05.000000000,event
410312,2023-12-01 03:35:10.000000000,event
410312,2023-12-01 03:35:14.000000000,event
410312,2023-12-01 03:35:15.000000000,session_end
410312,2023-12-01 03:35:20.000000000,event
410312,2023-12-01 03:35:23.000000000,event
410312,2023-12-01 03:35:24.000000000,event
410312,2023-12-01 03:35:26.000000000,event
410312,2023-12-01 03:35:57.000000000,event
410312,2023-12-01 03:36:00.000000000,event
410312,2023-12-01 03:36:15.000000000,event
410312,2023-12-01 03:36:16.000000000,event
410312,2023-12-01 03:36:20.000000000,event
410312,2023-12-01 03:36:22.000000000,event
410312,2023-12-01 03:36:29.000000000,event
410312,2023-12-01 03:36:31.000000000,event
410312,2023-12-01 03:36:52.000000000,event
410312,2023-12-01 03:36:53.000000000,event
410312,2023-12-01 03:36:55.000000000,event
410312,2023-12-01 03:36:56.000000000,event
410312,2023-12-01 03:37:02.000000000,event
410312,2023-12-01 03:37:21.000000000,event
410312,2023-12-01 03:37:23.000000000,event
410312,2023-12-01 03:37:28.000000000,event
410312,2023-12-01 03:37:33.000000000,session_start
410312,2023-12-01 03:37:36.000000000,event
410312,2023-12-01 03:37:38.000000000,event
410312,2023-12-01 03:37:40.000000000,event
410312,2023-12-01 03:37:42.000000000,event
410312,2023-12-01 03:37:43.000000000,event
410312,2023-12-01 03:37:56.000000000,event
410312,2023-12-01 03:37:58.000000000,event
410312,2023-12-01 03:38:02.000000000,event
387015,2023-12-01 03:44:21.000000000,event
387015,2023-12-01 03:44:22.000000000,event
387015,2023-12-01 03:44:23.000000000,event
387015,2023-12-01 03:44:25.000000000,event
846369,2023-12-01 03:49:45.000000000,event
846369,2023-12-01 03:49:46.000000000,event
846369,2023-12-01 03:49:47.000000000,event
846369,2023-12-01 03:49:48.000000000,event
846369,2023-12-01 03:49:49.000000000,event
846369,2023-12-01 03:49:50.000000000,event
846369,2023-12-01 03:49:52.000000000,event
122171,2023-12-01 03:50:33.000000000,event
122171,2023-12-01 03:50:34.000000000,event
122171,2023-12-01 03:50:35.000000000,event
122171,2023-12-01 03:50:40.000000000,event
122171,2023-12-01 03:50:43.000000000,event
122171,2023-12-01 03:50:53.000000000,event
122171,2023-12-01 03:50:57.000000000,event
122171,2023-12-01 03:51:00.000000000,event
122171,2023-12-01 03:51:12.000000000,event
122171,2023-12-01 03:51:18.000000000,event
122171,2023-12-01 03:51:20.000000000,event
122171,2023-12-01 03:51:31.000000000,event
122171,2023-12-01 03:51:32.000000000,event
122171,2023-12-01 03:51:36.000000000,event
122171,2023-12-01 03:51:39.000000000,event
423120,2023-12-01 03:52:44.000000000,event
423120,2023-12-01 03:52:45.000000000,event
423120,2023-12-01 03:52:47.000000000,event
423120,2023-12-01 03:52:48.000000000,event
423120,2023-12-01 03:52:49.000000000,event
423120,2023-12-01 03:52:51.000000000,event
423120,2023-12-01 03:52:52.000000000,event
423120,2023-12-01 03:53:04.000000000,event
423120,2023-12-01 03:53:06.000000000,event
423120,2023-12-01 03:53:09.000000000,event
423120,2023-12-01 03:53:19.000000000,event
423120,2023-12-01 03:53:25.000000000,event
423120,2023-12-01 03:53:30.000000000,event
423120,2023-12-01 03:53:33.000000000,event
423120,2023-12-01 03:53:35.000000000,event
423120,2023-12-01 03:53:37.000000000,event
423120,2023-12-01 03:53:47.000000000,event
423120,2023-12-01 03:53:48.000000000,event
423120,2023-12-01 03:53:49.000000000,event
193576,2023-12-01 05:00:31.000000000,event
375795,2023-12-01 05:02:09.000000000,event
512303,2023-12-01 05:03:15.000000000,event
512303,2023-12-01 05:03:16.000000000,event
365520,2023-12-01 05:03:23.000000000,event
377386,2023-12-01 05:03:25.000000000,event
377386,2023-12-01 05:03:31.000000000,event
320922,2023-12-01 05:04:49.000000000,event
320922,2023-12-01 05:04:56.000000000,event
320922,2023-12-01 05:04:57.000000000,event
718494,2023-12-01 05:05:38.000000000,event
320922,2023-12-01 05:07:01.000000000,event
805583,2023-12-01 05:07:17.000000000,event
718494,2023-12-01 05:07:21.000000000,event
830079,2023-12-01 05:07:32.000000000,event
320922,2023-12-01 05:07:37.000000000,event
320922,2023-12-01 05:07:38.000000000,event
100843,2023-12-01 05:07:49.000000000,event
100843,2023-12-01 05:07:50.000000000,event
423120,2023-12-01 05:08:12.000000000,event
423120,2023-12-01 05:08:14.000000000,event
423120,2023-12-01 05:08:16.000000000,event
423120,2023-12-01 05:08:17.000000000,event
423120,2023-12-01 05:08:18.000000000,event
423120,2023-12-01 05:08:19.000000000,event
799445,2023-12-01 05:08:20.000000000,event
423120,2023-12-01 06:45:09.000000000,event
423120,2023-12-01 06:45:48.000000000,event
423120,2023-12-01 06:45:49.000000000,event
423120,2023-12-01 06:45:50.000000000,event
423120,2023-12-01 06:45:52.000000000,event
423120,2023-12-01 06:45:53.000000000,event
423120,2023-12-01 06:45:55.000000000,event
423120,2023-12-01 06:45:56.000000000,event
423120,2023-12-01 06:45:58.000000000,event
423120,2023-12-01 06:47:54.000000000,event
423120,2023-12-01 06:47:55.000000000,event
423120,2023-12-01 06:47:56.000000000,event
423120,2023-12-01 06:48:13.000000000,event
423120,2023-12-01 06:48:23.000000000,event
423120,2023-12-01 06:48:25.000000000,event
423120,2023-12-01 06:48:37.000000000,event
423120,2023-12-01 06:48:40.000000000,event
423120,2023-12-01 06:49:01.000000000,event
423120,2023-12-01 06:49:03.000000000,event
423120,2023-12-01 07:05:38.000000000,event
921021,2023-12-01 07:07:22.000000000,event
921021,2023-12-01 07:07:23.000000000,event
921021,2023-12-01 07:07:24.000000000,event
921021,2023-12-01 07:07:32.000000000,event
921021,2023-12-01 07:08:43.000000000,event
921021,2023-12-01 07:08:44.000000000,event
921021,2023-12-01 07:08:54.000000000,event
921021,2023-12-01 07:08:55.000000000,event
921021,2023-12-01 07:08:56.000000000,event
921021,2023-12-01 07:08:57.000000000,event
921021,2023-12-01 07:08:58.000000000,session_end
921021,2023-12-01 07:10:28.000000000,event
423120,2023-12-01 07:29:35.000000000,event
423120,2023-12-01 07:29:37.000000000,event
423120,2023-12-01 07:29:38.000000000,event
423120,2023-12-01 07:29:41.000000000,event
423120,2023-12-01 07:29:42.000000000,event
423120,2023-12-01 07:29:43.000000000,event
423120,2023-12-01 07:29:44.000000000,event
423120,2023-12-01 07:29:47.000000000,event
423120,2023-12-01 07:29:49.000000000,event
423120,2023-12-01 07:29:57.000000000,event
423120,2023-12-01 07:29:59.000000000,event
423120,2023-12-01 07:30:00.000000000,event
423120,2023-12-01 07:30:01.000000000,event
423120,2023-12-01 07:30:02.000000000,event
423120,2023-12-01 07:30:22.000000000,event
314749,2023-12-01 07:49:56.000000000,event
314749,2023-12-01 07:49:57.000000000,event
314749,2023-12-01 07:49:58.000000000,event
314749,2023-12-01 07:49:59.000000000,event
314749,2023-12-01 07:50:04.000000000,event
314749,2023-12-01 07:50:08.000000000,event
314749,2023-12-01 07:50:11.000000000,event
314749,2023-12-01 07:50:38.000000000,event
314749,2023-12-01 07:50:48.000000000,event
314749,2023-12-01 07:50:54.000000000,event
314749,2023-12-01 07:51:17.000000000,event
314749,2023-12-01 07:51:29.000000000,event
314749,2023-12-01 07:51:40.000000000,event
314749,2023-12-01 07:51:53.000000000,event
314749,2023-12-01 07:52:06.000000000,event
314749,2023-12-01 07:52:09.000000000,event
314749,2023-12-01 07:52:14.000000000,event
314749,2023-12-01 07:52:16.000000000,event
314749,2023-12-01 07:52:33.000000000,event
314749,2023-12-01 07:53:04.000000000,event
314749,2023-12-01 07:53:07.000000000,event
314749,2023-12-01 07:53:10.000000000,event
314749,2023-12-01 07:53:14.000000000,event
314749,2023-12-01 07:53:15.000000000,event
314749,2023-12-01 07:53:42.000000000,event
314749,2023-12-01 07:53:43.000000000,event
314749,2023-12-01 07:53:44.000000000,event
314749,2023-12-01 07:55:35.000000000,event
314749,2023-12-01 07:55:44.000000000,event
314749,2023-12-01 07:56:05.000000000,event
314749,2023-12-01 07:56:06.000000000,event
314749,2023-12-01 07:56:21.000000000,event
314749,2023-12-01 07:56:22.000000000,event
314749,2023-12-01 07:56:28.000000000,event
314749,2023-12-01 07:56:29.000000000,event
314749,2023-12-01 07:56:40.000000000,purchase
314749,2023-12-01 07:56:42.000000000,event
314749,2023-12-01 07:56:44.000000000,event
314749,2023-12-01 07:56:47.000000000,event
314749,2023-12-01 07:56:49.000000000,event
314749,2023-12-01 07:56:50.000000000,event
314749,2023-12-01 07:56:54.000000000,event
314749,2023-12-01 07:56:57.000000000,event
314749,2023-12-01 07:57:00.000000000,event
314749,2023-12-01 07:57:03.000000000,event
314749,2023-12-01 07:57:05.000000000,event
314749,2023-12-01 07:57:11.000000000,event
314749,2023-12-01 07:57:19.000000000,event
314749,2023-12-01 07:57:25.000000000,event
314749,2023-12-01 07:57:26.000000000,event
314749,2023-12-01 07:57:30.000000000,event
314749,2023-12-01 07:57:31.000000000,event
484248,2023-12-01 08:18:23.000000000,event
484248,2023-12-01 08:18:24.000000000,event
484248,2023-12-01 08:18:27.000000000,event
484248,2023-12-01 08:18:28.000000000,event
484248,2023-12-01 08:18:29.000000000,event
484248,2023-12-01 08:18:33.000000000,event
484248,2023-12-01 08:18:37.000000000,event
484248,2023-12-01 08:18:40.000000000,event
484248,2023-12-01 08:18:43.000000000,event
484248,2023-12-01 08:18:47.000000000,event
484248,2023-12-01 08:18:50.000000000,event
484248,2023-12-01 08:18:53.000000000,event
484248,2023-12-01 08:18:59.000000000,event
484248,2023-12-01 08:19:37.000000000,event
484248,2023-12-01 08:19:41.000000000,event
484248,2023-12-01 08:19:47.000000000,event
484248,2023-12-01 08:19:52.000000000,event
484248,2023-12-01 08:20:11.000000000,event
484248,2023-12-01 08:20:31.000000000,event
484248,2023-12-01 08:20:38.000000000,event
484248,2023-12-01 08:20:39.000000000,event
660169,2023-12-01 08:20:59.000000000,event
660169,2023-12-01 08:21:02.000000000,event
660169,2023-12-01 08:21:04.000000000,event
660169,2023-12-01 08:21:07.000000000,event
660169,2023-12-01 08:21:22.000000000,event
660169,2023-12-01 08:21:27.000000000,event
660169,2023-12-01 08:21:28.000000000,event
423120,2023-12-01 08:51:32.000000000,event
423120,2023-12-01 08:51:33.000000000,event
423120,2023-12-01 08:51:35.000000000,event
423120,2023-12-01 08:51:37.000000000,event
423120,2023-12-01 08:51:39.000000000,event
423120,2023-12-01 08:51:42.000000000,event
423120,2023-12-01 08:51:48.000000000,event
423120,2023-12-01 08:51:49.000000000,event
423120,2023-12-01 08:51:51.000000000,event
423120,2023-12-01 08:51:53.000000000,event
475219,2023-12-01 09:19:49.000000000,event
475219,2023-12-01 09:20:10.000000000,event
475219,2023-12-01 09:20:11.000000000,event
475219,2023-12-01 09:20:12.000000000,event
475219,2023-12-01 09:20:20.000000000,event
475219,2023-12-01 09:20:22.000000000,event
845924,2023-12-01 10:00:25.000000000,event
845924,2023-12-01 10:00:27.000000000,event
845924,2023-12-01 10:00:28.000000000,event
845924,2023-12-01 10:00:29.000000000,event
845924,2023-12-01 10:00:33.000000000,event
845924,2023-12-01 10:00:47.000000000,event
845924,2023-12-01 10:00:50.000000000,event
845924,2023-12-01 10:00:51.000000000,event
845924,2023-12-01 10:00:54.000000000,event
845924,2023-12-01 10:02:37.000000000,event
351149,2023-12-01 10:03:07.000000000,event
351149,2023-12-01 10:03:08.000000000,event
845924,2023-12-01 10:03:09.000000000,event
351149,2023-12-01 10:03:09.000000000,event
351149,2023-12-01 10:03:11.000000000,event
351149,2023-12-01 10:03:18.000000000,event
633761,2023-12-01 10:31:23.000000000,event
633761,2023-12-01 10:31:33.000000000,event
633761,2023-12-01 10:31:34.000000000,event
633761,2023-12-01 10:31:36.000000000,event
633761,2023-12-01 10:31:37.000000000,event
690013,2023-12-01 10:36:01.000000000,event
690013,2023-12-01 10:36:02.000000000,event
690013,2023-12-01 10:36:03.000000000,event
690013,2023-12-01 10:36:46.000000000,event
690013,2023-12-01 10:36:49.000000000,event
690013,2023-12-01 10:36:50.000000000,purchase
690013,2023-12-01 10:36:51.000000000,event
690013,2023-12-01 10:37:08.000000000,event
690013,2023-12-01 10:37:10.000000000,event
690013,2023-12-01 10:38:56.000000000,event
690013,2023-12-01 10:38:57.000000000,event
690013,2023-12-01 10:39:09.000000000,event
690013,2023-12-01 10:39:21.000000000,event
690013,2023-12-01 10:39:28.000000000,event
690013,2023-12-01 10:40:00.000000000,event
690013,2023-12-01 10:42:53.000000000,event
690013,2023-12-01 10:43:48.000000000,event
690013,2023-12-01 10:44:27.000000000,event
690013,2023-12-01 10:45:40.000000000,event
690013,2023-12-01 10:46:42.000000000,event
690013,2023-12-01 10:48:02.000000000,event
690013,2023-12-01 10:48:23.000000000,event
802470,2023-12-01 10:49:59.000000000,event
802470,2023-12-01 10:50:02.000000000,event
802470,2023-12-01 10:50:03.000000000,event
802470,2023-12-01 10:50:04.000000000,event
802470,2023-12-01 10:50:05.000000000,event
802470,2023-12-01 10:50:36.000000000,event
802470,2023-12-01 10:50:57.000000000,event
414304,2023-12-01 10:51:10.000000000,event
414304,2023-12-01 10:51:12.000000000,event
414304,2023-12-01 10:51:18.000000000,purchase
690013,2023-12-01 10:51:18.000000000,event
414304,2023-12-01 10:51:19.000000000,event
414304,2023-12-01 10:51:30.000000000,event
690013,2023-12-01 10:51:43.000000000,event
414304,2023-12-01 10:51:48.000000000,event
414304,2023-12-01 10:51:49.000000000,event
414304,2023-12-01 10:52:04.000000000,event
414304,2023-12-01 10:52:06.000000000,event
414304,2023-12-01 10:52:17.000000000,event
414304,2023-12-01 10:52:19.000000000,event
414304,2023-12-01 10:52:27.000000000,event
414304,2023-12-01 10:53:25.000000000,event
690013,2023-12-01 10:55:06.000000000,event
690013,2023-12-01 10:55:24.000000000,event
414304,2023-12-01 10:55:55.000000000,event
690013,2023-12-01 10:56:33.000000000,session_end
690013,2023-12-01 10:56:37.000000000,event
690013,2023-12-01 10:56:38.000000000,event
659893,2023-12-01 10:58:50.000000000,event
659893,2023-12-01 10:58:51.000000000,event
659893,2023-12-01 10:59:07.000000000,event
659893,2023-12-01 10:59:08.000000000,event
659893,2023-12-01 10:59:13.000000000,event
659893,2023-12-01 10:59:17.000000000,event
423120,2023-12-01 11:03:24.000000000,event
423120,2023-12-01 11:03:26.000000000,event
423120,2023-12-01 11:03:27.000000000,event
423120,2023-12-01 11:03:28.000000000,event
423120,2023-12-01 11:03:29.000000000,event
423120,2023-12-01 11:03:30.000000000,event
423120,2023-12-01 11:03:32.000000000,event
423120,2023-12-01 11:03:34.000000000,event
423120,2023-12-01 11:03:51.000000000,event
423120,2023-12-01 11:03:52.000000000,event
423120,2023-12-01 11:03:53.000000000,purchase
423120,2023-12-01 11:03:56.000000000,event
423120,2023-12-01 11:03:58.000000000,event
423120,2023-12-01 11:04:04.000000000,session_start
170347,2023-12-01 11:08:33.000000000,event
170347,2023-12-01 11:08:36.000000000,event
170347,2023-12-01 11:08:58.000000000,session_end
170347,2023-12-01 11:09:07.000000000,event
170347,2023-12-01 11:09:15.000000000,event
170347,2023-12-01 11:09:25.000000000,event
170347,2023-12-01 11:09:32.000000000,event
170347,2023-12-01 11:09:34.000000000,event
170347,2023-12-01 11:09:47.000000000,event
170347,2023-12-01 11:09:51.000000000,event
170347,2023-12-01 11:10:08.000000000,event
170347,2023-12-01 11:10:10.000000000,event
690013,2023-12-01 11:11:58.000000000,event
690013,2023-12-01 11:12:00.000000000,event
690013,2023-12-01 11:12:01.000000000,event
690013,2023-12-01 11:12:19.000000000,event
690013,2023-12-01 11:12:33.000000000,event
690013,2023-12-01 11:12:48.000000000,event
690013,2023-12-01 11:13:18.000000000,event
690013,2023-12-01 11:13:27.000000000,event
690013,2023-12-01 11:13:28.000000000,event
426109,2023-12-01 11:15:30.000000000,event
426109,2023-12-01 11:15:31.000000000,event
426109,2023-12-01 11:15:38.000000000,event
426109,2023-12-01 11:15:40.000000000,event
426109,2023-12-01 11:15:41.000000000,event
426109,2023-12-01 11:15:42.000000000,event
426109,2023-12-01 11:17:07.000000000,event
426109,2023-12-01 11:17:24.000000000,event
426109,2023-12-01 11:17:25.000000000,event
426109,2023-12-01 11:17:30.000000000,event
426109,2023-12-01 11:17:33.000000000,event
426109,2023-12-01 11:17:50.000000000,event
228157,2023-12-01 11:52:57.000000000,event
228157,2023-12-01 11:53:01.000000000,event
228157,2023-12-01 11:53:04.000000000,event
228157,2023-12-01 11:53:10.000000000,event
228157,2023-12-01 11:53:16.000000000,event
228157,2023-12-01 11:53:22.000000000,event
228157,2023-12-01 11:53:23.000000000,event
228157,2023-12-01 11:53:30.000000000,event
228157,2023-12-01 11:53:31.000000000,event
228157,2023-12-01 11:53:33.000000000,event
133436,2023-12-01 11:54:01.000000000,event
133436,2023-12-01 11:54:04.000000000,event
133436,2023-12-01 11:54:09.000000000,event
133436,2023-12-01 11:54:14.000000000,event
133436,2023-12-01 11:54:24.000000000,event
133436,2023-12-01 11:54:32.000000000,event
228157,2023-12-01 11:54:32.000000000,event
133436,2023-12-01 11:54:39.000000000,event
133436,2023-12-01 11:54:40.000000000,event
133436,2023-12-01 11:54:41.000000000,session_end
133436,2023-12-01 11:55:00.000000000,event
228157,2023-12-01 11:55:10.000000000,event
228157,2023-12-01 11:55:23.000000000,event
228157,2023-12-01 11:55:28.000000000,event
228157,2023-12-01 11:55:31.000000000,event
228157,2023-12-01 11:56:15.000000000,purchase
363216,2023-12-01 11:56:37.000000000,event
133436,2023-12-01 11:57:02.000000000,event
133436,2023-12-01 11:57:12.000000000,event
133436,2023-12-01 11:57:22.000000000,event
133436,2023-12-01 11:57:26.000000000,event
133436,2023-12-01 11:57:40.000000000,event
133436,2023-12-01 11:59:49.000000000,event
133436,2023-12-01 12:00:47.000000000,event
133436,2023-12-01 12:00:48.000000000,event
133436,2023-12-01 12:00:50.000000000,event
133436,2023-12-01 12:00:51.000000000,event
133436,2023-12-01 12:01:02.000000000,event
363216,2023-12-01 12:01:05.000000000,session_start
133436,2023-12-01 12:01:05.000000000,event
363216,2023-12-01 12:01:06.000000000,event
133436,2023-12-01 12:01:07.000000000,event
363216,2023-12-01 12:01:12.000000000,event
363216,2023-12-01 12:01:17.000000000,event
363216,2023-12-01 12:01:18.000000000,event
363216,2023-12-01 12:01:20.000000000,event
133436,2023-12-01 12:01:27.000000000,event
